10327205	ªL«F¿«	79	65	94	67	92	79	79.33
10327206	§f¤åÂ¦	83	81	74	70	95	62	77.5
10327207	¶À´Â¥È	79	69	84	66	95	100	82.17
10327208	§õ¨|§¦	89	69	61	66	64	93	73.67
10327210	Ã¹´¼¾Ë	88	64	49	97	75	86	76.5
10327212	§f­Y»¨	67	17	72	87	80	52	62.5
10327215	³¯«Tµ¾	85	81	82	93	88	92	86.83
10327216	ªL¨ç½n	85	79	16	84	18	93	62.5
10327217	³¯©öÞm	69	100	70	93	62	72	77.67
10327218	³¯?À[	57	86	82	66	82	88	76.83
10327219	¦¿²Ð½å	95	70	79	69	83	25	70.17
10327220	±i¥ô§»	79	56	99	81	92	75	80.33
10327221	³¯­}¿«	81	86	99	93	68	81	84.67
10327222	½²©Ó§Ê	66	64	87	95	74	81	77.83
10327223	¤×Þ³§Ê	90	98	94	68	98	69	86.17
10327225	¼B¬êÅï	39	35	83	74	76	87	65.67
10327229	³¯¥ß®¦	34	87	60	86	83	81	71.83
10327230	³¯½Ü½«	89	86	90	95	96	71	87.83
10327232	½²©ú¾±	78	24	10	79	75	86	58.67
10327233	·¨©¾­ì	90	82	93	82	93	69	84.83
10327234	³¯¤å»·	64	89	45	96	91	82	77.83
10327237	¼B´ð©É	80	71	99	89	77	62	79.67
10327239	§d©v¿Î	84	82	11	77	63	62	63.17
10327240	¹ù­P½n	83	100	83	74	97	82	86.5
10327243	§õ¯E§g	67	80	88	71	71	75	75.33
10327244	³¯ö^ß¬	35	63	93	60	100	87	73
10327246	³\¨|ºú	97	73	62	94	89	69	80.67
10327247	µÎ¤@­×	91	64	79	87	61	67	74.83
10327250	³¯¨ÎµY	79	67	61	75	92	99	78.83
10327252	¦¿¥@¥ú	73	99	70	80	79	86	81.17
10327253	§õ©s®S	78	86	70	60	82	79	75.83
10327254	´å¨|·_	26	75	87	80	63	99	71.67
10327255	³¯¶h°a	63	61	66	75	96	81	73.67
10327256	§dºa»¨	30	96	76	87	77	41	67.83
10327257	Ã¹µ¾Â@	94	66	65	41	62	89	69.5
10327270	¦ó«ä¹F	91	94	90	85	60	76	82.67
10327271	§ù¨Z±d	86	99	100	76	88	91	90
10327272	³¢§Ó±l	87	81	98	74	61	100	83.5
