10327212	§f­Y»¨	18	80	84	81	96	92	75.17
10327215	³¯«Tµ¾	83	91	76	95	67	89	83.5
10327216	ªL¨ç½n	17	80	91	97	70	98	75.5
10327217	³¯©öÞm	83	75	98	99	79	77	85.17
10327218	³¯?À[	85	35	89	77	64	74	70.67
10327219	¦¿²Ð½å	26	73	66	93	74	26	59.67
10327220	±i¥ô§»	72	83	89	73	70	94	80.17
10327221	³¯­}¿«	74	82	93	79	80	62	78.33
10327222	½²©Ó§Ê	24	71	60	63	94	93	67.5
10327223	¤×Þ³§Ê	77	83	64	26	83	96	71.5
10327225	¼B¬êÅï	67	90	72	51	80	69	71.5
10327229	³¯¥ß®¦	78	80	64	87	78	90	79.5
10327230	³¯½Ü½«	93	80	57	40	99	92	76.83
10327232	½²©ú¾±	66	84	98	22	63	60	65.5
10327233	·¨©¾­ì	97	12	70	60	69	95	67.17
10327234	³¯¤å»·	83	91	57	88	100	83	83.67
10327237	¼B´ð©É	12	76	84	77	99	87	72.5
10327239	§d©v¿Î	93	74	94	66	85	89	83.5
10327240	¹ù­P½n	78	100	97	67	85	90	86.17
10327241	¶À®¶¹Å	82	74	77	61	66	73	72.17
10327243	§õ¯E§g	94	18	65	82	92	80	71.83
10327244	³¯ö^ß¬	14	77	95	76	87	91	73.33
10327246	³\¨|ºú	81	92	62	60	60	91	74.33
10327247	µÎ¤@­×	42	97	71	89	88	64	75.17
10327250	³¯¨ÎµY	75	100	84	83	54	76	78.67
10327252	¦¿¥@¥ú	94	63	97	79	95	77	84.17
10327253	§õ©s®S	72	86	84	76	80	94	82
10327254	´å¨|·_	76	44	86	78	77	70	71.83
10327255	³¯¶h°a	96	96	80	80	82	89	87.17
10327256	§dºa»¨	77	94	83	75	92	29	75
10327257	Ã¹µ¾Â@	74	66	88	71	62	93	75.67
10327265	ªô¬±¾Ë	59	88	93	78	77	100	82.5
10327270	¦ó«ä¹F	71	93	86	100	69	85	84
10327271	§ù¨Z±d	74	61	65	88	75	75	73
10327272	³¢§Ó±l	71	87	87	97	63	82	81.17
10420141	¤ý¯E	60	19	58	86	67	87	62.83
10427101	°¨­Yªå	81	63	80	72	64	76	72.67
10427102	½²©¯ªå	99	95	88	100	64	97	90.5
10427103	¬I«Å¦t	89	65	78	83	89	73	79.5
10427104	´^à±µY	89	81	93	38	98	82	80.17
10427105	ªL¦ö¾§	32	99	83	68	49	74	67.5
10427106	³¯«a¾±	98	62	73	67	77	91	78
10427107	¸­ÌÉæP	74	62	68	89	95	74	77
10427108	¦ó·ç²»	88	84	100	82	93	62	84.83
10427109	¼B«H»ö	96	98	81	61	66	88	81.67
10427110	¼B¬f»¨	61	61	86	89	96	68	76.83
10427111	·¨¾ðµÓ	92	35	60	51	70	63	61.83
10427114	ºµÆ[¤@	61	41	97	96	93	77	77.5
10427115	³¯¬R¨°	91	85	63	93	43	98	78.83
10427116	Ä¬­õ¿o	95	60	63	96	77	86	79.5
10427117	¤ýºÍ¨¹	85	66	78	19	88	61	66.17
10427118	ªô§±ÀR	90	62	78	63	78	72	73.83
10427119	¶ÀÄ£¼y	37	67	29	74	65	100	62
10427120	¦ó©ú¿«	84	62	85	61	66	85	73.83
10427121	ªL«F¦t	64	61	69	63	63	81	66.83
10427123	³¯ªv¥­	99	57	60	85	90	89	80
10427124	¬_ªÃ¼e	83	82	74	82	76	74	78.5
10427125	±h¡@Öo	62	65	68	90	93	66	74
10427126	±i±©³ó	85	56	87	88	92	93	83.5
10427127	Â²ºû¼w	85	70	72	80	99	85	81.83
10427128	¦¿®mÞ³	72	60	91	71	97	99	81.67
10427129	¶À¬fºû	86	87	35	89	87	72	76
10427130	³¢¡@Þ±	97	60	66	96	70	85	79
10427131	¹ù¦t²Ð	82	73	82	69	93	60	76.5
10427133	³\¹Åºa	61	79	65	89	83	73	75
10427134	³¯Ãý¦Ë	90	76	100	80	51	37	72.33
10427135	ªL©vÀM	93	80	81	100	84	95	88.83
10427136	½²©ö¬À	99	93	87	63	59	71	78.67
10427137	¶ÀÂE§Ó	64	64	90	77	68	76	73.17
10427138	¸­¤hÞ³	13	81	92	85	86	63	70
10427139	³\¥ç¨°	64	63	66	21	65	73	58.67
10427140	³¯«GÞ±	61	71	49	81	71	74	67.83
10427141	­ð¤_²[	84	91	89	60	97	83	84
10427142	³\µ¤³ó	91	27	93	84	86	73	75.67
10427143	·¨©yÀØ	70	88	73	20	32	65	58
10427145	¤ýºÍ¼Ý	69	12	70	26	95	60	55.33
10427146	¥j¼y¶W	76	88	97	82	97	17	76.17
10427147	¼B¬f§Ó	63	63	95	80	85	76	77
10427148	²ø³Í¥à	81	70	85	88	82	93	83.17
10427149	¨H·q³ó	93	77	60	82	77	81	78.33
10427150	³¯«T§»	71	87	98	88	69	73	81
10427151	±i­õÞm	56	100	74	97	84	71	80.33
10427170	»¯¤Ñ§»	100	80	64	15	98	23	63.33
10427171	¤ý «Û	67	84	82	91	71	62	76.17
10427201	³¯«ÛÀM	90	96	32	100	95	73	81
10427202	³\§J¦è	97	76	68	78	73	70	77
10427203	´¿ÄQ¦t	74	76	54	66	31	98	66.5
10427205	Ã¹±s¯è	64	68	91	44	77	79	70.5
10427206	±i°a»®	64	71	96	77	95	13	69.33
10427208	½²©yÀR	75	77	43	95	90	100	80
10427210	§õªY®¦	99	89	91	19	74	99	78.5
10427211	¶À¦°¥[	85	100	93	87	91	71	87.83
10427212	¥Õ­Y§Â	60	73	92	35	95	63	69.67
10427213	®}®m¿C	61	87	81	95	78	79	80.17
10427214	¶ÀÔT®x	100	79	75	65	84	84	81.17
10427216	§d«Bæ¢	43	98	96	61	89	72	76.5
10427217	½²©Ó­è	79	14	67	40	99	64	60.5
10427219	ª÷©ý»ö	71	14	98	71	89	87	71.67
10427220	±i¨|¹Å	60	83	61	90	62	79	72.5
10427221	«J¬R§»	64	70	64	87	89	28	67
10427222	ªL¨°­×	96	64	93	92	100	82	87.83
10427223	³¯»·¯E	79	87	68	83	62	83	77
10427224	¦ó«Û§¡	92	73	96	60	96	63	80
10427225	²ø¨N®x	100	60	83	91	85	74	82.17
10427226	¶ÀÄµ¾W	96	39	84	89	98	97	83.83
10427227	¥Ð­§Þ³	94	64	89	90	76	94	84.5
10427228	³æ¯E­Û	86	93	69	83	73	76	80
10427229	¾H¥à¦ö	90	87	94	73	71	61	79.33
10427231	¤ý¨|·s	83	82	94	72	72	76	79.83
10427232	³¢¤¸¸t	63	83	32	97	76	83	72.33
10427233	§d®x·ì	66	83	66	88	28	93	70.67
10427234	³¯«Øèb	30	77	57	72	80	29	57.5
10427235	·¨¶­¯ø	98	73	73	72	81	80	79.5
10427236	³¯¬fµ{	70	64	81	84	70	61	71.67
10427237	ÄÁ¬fÂ`	93	99	100	63	83	94	88.67
10427238	³¯«a¤Í	60	99	92	72	19	91	72.17
10427240	§d¬f½n	84	88	95	80	64	64	79.17
10427241	±i¹Å°a	69	71	73	87	73	86	76.5
10427242	´¿¬Õ®S	81	81	61	60	86	91	76.67
10427244	§f¬M¸©	86	83	94	84	11	100	76.33
10427246	³\³Õ»D	88	77	73	67	98	96	83.17
10427247	¶À«ÉÚâ	95	81	97	84	80	34	78.5
10427248	³¯¨ä¦ë	85	76	83	78	63	63	74.67
10427249	¬I¬f½n	60	83	80	41	64	37	60.83
10427250	´¿«~¤¤	69	95	67	84	90	53	76.33
10427271	§f°¶ÄQ	96	98	73	59	68	85	79.83
10427272	±i´º¤¯	77	81	65	73	60	100	76
10427273	¶ÀÂ@´Ë	98	83	75	92	26	95	78.17
10444117	ÃC¥ô¾e	79	83	79	81	91	65	79.67
10444232	¤ý?¸©	88	72	24	93	96	80	75.5
